OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
418954a7ae9e5726da43b034e220e921,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D succinifaciens
664dca6c0e2fc16b43122f9eb621bbfe,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__14-2 sp001940225
1f6d74019a8ab221a2cfb1122f95ccc3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__RUG13077,s__
af9b658f505f915817d17d427fd58a8d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-977,g__UBA2903,s__
1ad33503e6c1a9906668380517bf614b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Faecalimonas,s__Faecalimonas sp000209385
b3d287ab947b19ef9e404f631061b7cc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900544195
8973930aa41c61b0940c217d90b1513d,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__
c91a0be130be21efad0e4befe34a21a2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141780,s__Blautia_A_141780 ornithocaccae
1869f63adfef3fd6b0367b3e4eeee28b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-552,g__,s__
b9f945ff5aa9447858bb860685eb65c3,d__Bacteria,NA,NA,NA,NA,NA,NA
e40557cfc5b094119a5c81dc8cc738f9,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA6857,s__UBA6857 sp902792985
78ad7f5dee54f49397d49503fa871e5c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
a83a8f067d7dd2d77a05e403f4b7021a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__UBA1242,g__,s__
7916ded3b6bd980b694ac84bf01ebb74,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-382,g__SFLA01,s__SFLA01 sp004553575
f53608eab71a85caee5b1cd21ca54fe6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000431335
40d2071c73f4316703d4fd85a72f032b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,NA,NA
e1842be75624470bd452e5fa9a592d35,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Limivicinus,s__Limivicinus sp002320035
a417b3bbff8a8cfc41892e8eb9ae0d85,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Limisoma,s__Limisoma sp900548875
5e459bb86ceedcf6710158b5586f379a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__,s__
2176d71c5fa6793a0b45815a7a90a7c3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__RUG13077,s__
f9a27fcf92575fe1239dbef43e15b33f,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,NA
5b3269eae75448cf9f5067295d03508d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
946f94c13088e7f26db3a570c19e664b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__UBA1254,s__
e5b000b48a837b0995001ab40287dcba,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D porcinum
8753311b1428f771f7fbd4739267e45e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871400,s__
2fc2cab59f75e9b5835be85a10f2df6c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__
eaa93796c4869688aa64c958c491f7b7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,g__Morganella,NA
f0370131af75aaa7daee50e9ac47b0af,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__UBA1394,s__UBA1394 sp900066845
a02f538e4866f24f32c0d51522772791,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__Copromorpha,s__Copromorpha sp900066305
87b38ed0b06b3287c8bbb53c2b4e6cf1,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__,s__
72b5a7785f26fde31d23fff022dccceb,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__RUG13038,s__
d623e1371f272bf7b39dcada0a54d7cb,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,NA,NA
db31bda8bf886e9151c4d93bbfd23f61,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,NA
13a2a96eb3d83ff43ed2075017c750d9,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA5905,NA
64deba84f2fb52ea3578cfcd385aa5ba,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae_42771,g__Mitsuokella,s__Mitsuokella jalaludinii
8daececba669e821e630b3f80c0765c5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__Copromorpha,s__
6d6dda0f3ba8f3b023eb38a8093ca5a2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,NA,NA
c717c8da0913f66fd34fc8b945f06ed7,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,NA
ae0d2d22c37157047dff01af3e895419,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__
cf56bdc0b2cc02d6ad96e453116d61a2,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp000435475
9b7b544e482ff5be94bf80b0a82d8df9,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Limenecus,s__Limenecus avicola
77b384dfed6d53c94e730c140347fbb5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
1e1f41b513ae7af28c71b8b7b0eae640,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
a80a2ee582a741b76243446b8bdb1f54,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__
cc25436eb8e47a2ae7c83467995ce7d7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__,s__
0f2d378eef2a52a89b2db4c42b2ef79e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,NA,NA
4214d232133717b8ed8cce8a08c47d64,d__Bacteria,NA,NA,NA,NA,NA,NA
4325a9dbea3ff5cf6aed8754f922710b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__,s__
12cceab5d5ba4bd06bf128b5af1d1527,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,NA,NA
b56998338034d2f64b2bf1840f8d239b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-552,g__,s__
946d76016014cca18763af5039b0d76a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__,s__
a6d3dc7f2a7b326d7aae68669d138e50,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,NA
40246ca2c2c480628d2e49f262f614cc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-382,g__SFLA01,s__
d64c0dd896942d9f26d7d3b7f01df86d,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia glycaniphila
80a95dddce6f59fcee11fa45f93596f7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella timonensis
19157cee9878c4c657d23f08335249a1,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Senegalimassilia,s__Senegalimassilia faecalis
ab16c434c5b84d6cdecc56a3d94cf6b1,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__,s__
b1b8915efc391c7912afd73ecd94432b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__Phocaeicola_A_858004 dorei
87f0fa9a9c946ba71295cf65a2eb0f39,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,NA,NA,NA,NA
f50392d0c00a2724389e93acfd40abc9,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera_A_38565,s__Megasphaera_A_38565 stantonii
c01366a1e36ed7d06faba1ae6122d615,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__
3021a1b532a2537ad6e104d6e6c0ff56,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-628,s__CAG-628 sp003524085
c45959781c8891b9f7466e347b3fbf8f,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Merdibacter,s__Merdibacter massiliensis
7df3c52e112f56374c7e548dd4f8cc75,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-628,s__CAG-628 sp003524085
a7891eb4ed4119c5b7c5f5a7f18cb281,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__DTU089,s__DTU089 sp002069015
e1381514f7256bd198e8745f3b434505,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-605,s__CAG-605 sp000433475
26e4c9bc61f10df7d4a7d31dd59c3437,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__RUG705,s__
d8b45a56708f133a0ecc610d57263670,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H helcogenes
3df563d318bc5a91abd9fb885b74aa5b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
ad76671176c20f8d0cc804f125f879e7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__,s__
869fd36ea4d51d958d9f22421018bdd6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
bb0123cc715a670abcc57f2d0b6d1f90,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__RF16 sp002452095
fae2c3e7d38bedf34bd593d2c81a17c5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__
fb603fa997758ba0322712ee593b4ab4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium_388775,NA
813b6a34d8271f19e5b7b5715209c64c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__RUG13077,s__RUG13077 sp902785485
af4f410777ea0c3edcdc204ecdc16971,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4951,NA
948dedd1ba78a109c113ca6592fd94d3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
5bff479427b303ea579456127a7104c6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,NA,NA,NA
02d90b63390686dcb59e1bca287b79b7,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993521,f__Fusobacteriaceae_993521,g__Fusobacterium_C,s__
1bd9abd8981a87cc18fcab2ea5357043,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141781,NA
301e5dfd3df8e9494226efb9b5f8c095,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas intestinalis
90766228c775029e2057ebb3036274bd,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,NA,NA,NA,NA
41e2cce58f33fbc33a2ded34e42e75d7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000431335
e90deef9d677606d0eebca616aeb5e99,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__43-108,s__43-108 sp001915545
133403a17761196a0ac9abafae055660,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__
efbbaa125047dd0f924d85fe83d5b4bc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
a1b24202a3e5797a366769aa580299da,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Eubacteriales_45227,f__Oscillospiraceae_45227,g__Ructibacterium,s__Ructibacterium gallinarum
4cf7ebf85c03c3ca4df4f846dd7a12b6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__
6e2d25c34d162508a6a1ddb138c00900,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__ER4,s__ER4 sp000765235
003e6cee94fa7fb692bb332b1626b962,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp009774765
6e989ca3afff16f0a43e057986b79b19,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__CAG-312,g__QALA01,s__
4ce9b9d89479e6fde0f5db5f90b55806,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
fe1f0716706f314b9b80bddc668fd52a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-314,g__SFEB01,s__SFEB01 sp004558105
d16fe4e6a705db5facf8983ef58f359c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Christensenellaceae,g__,s__
df3906f59ae37a718cba48c9d8f4765f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__,s__
07dd06c58d592d22af780f98c742c35b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp002493045
397841016323ed59b5fcb4844124d732,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Bacteroides_F,s__Bacteroides_F pectinophilus
29d1e4361a0e1d566ac083f80a32c0af,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__
931ddb2f821a8f126d8cff16cbeef716,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Caballeronia,NA
9cd41b16768df2a7d9b0efdff1a2cdc7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
968bca11691c21c04f44c3e7ce0bdc99,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__Copromorpha,s__Copromorpha sp900066305
337f4621cab41f26dfc626e17a1b3617,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__UMGS1449,s__UMGS1449 sp902797995
b180cf1665be8b56888015d43ffe30aa,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__UBA1259 sp900320065
48347a3236a862487be7334baf5f699d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella timonensis
244441162c461f78b7344bc64c18bd4e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__Succinatimonas,NA
c2d2755ebcec38835106dd34bae68ad7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,NA,NA
73fea0e9d1d3046add1126be0387dcf2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp004553485
299fd18a9497652eb5a9121c2fa0a657,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H stercoris
64256e30c109284d348a73a57a96e885,d__Bacteria,p__Firmicutes_B_370539,c__Peptococcia,o__Peptococcales,f__Peptococcaceae_369362,g__Peptococcus,s__Peptococcus niger
1a403a59778ddef43a323f6e37e2ab75,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__CAG-196 sp002102975
7b6185c05e21351853dd5fd8abbeddda,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A faecium
63ae75ce7bea96584b08e55b5b5e610e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
5bc6f1918c536c6f0c2dea6b5671c4b7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__CAG-632,s__
6a1502f2631788c858263349605159e1,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
f814cca686010085c15668748c408bac,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
bfb2537fb2c1d66a16022fd3461ce8f0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,NA,NA
a2927e2b5cfaf96dcc12a248ec4680b9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H eggerthii
706b4213fb1027aaa4812d3ac0ec1196,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__,s__
8db2bface84aae6432485bf72100b82d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141781,s__Blautia_A_141781 glucerasea
fa8c2926ab3f9180f7fa68c6821c4b79,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Neisseriaceae_563222,g__Neisseria_563205,NA
620583783c4c9b8e27da9c4c5238f5c6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Tissierellales,f__Peptoniphilaceae,g__Fenollaria,s__Fenollaria massiliensis
927b7d2e1d61f84d94eb5f2160912a87,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-552,g__,s__
dbc9036371947668c1a0acff5252235b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__QALR01,s__
aa521cfa75f4cbfe3ab292926e4be653,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella massiliensis
0578205575fa11c1fbd75773e987d07c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter_164119,NA
be357b784a973b5083c0299686750b15,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__Avispirillum,s__
2ffcce8e1b7c15c1837519fe5e542169,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Faecalimonas,s__Faecalimonas phoceensis
26bc9249712e574776fdfbc535e14587,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena caecimuris
44d0080acbb7afe3291e065ffdaa0bf7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,NA,NA,NA
1111c27f9d93292a37443a0148ae4e43,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-533,s__CAG-533 sp000434495
014609f5613b0ef0305d9fe6214243f2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
5ed4d2bf393c9df61b330562da657549,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella tayi
bce5f806a0b029d52dfd4019ff72812e,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__RUG705,s__RUG705 sp900551455
ab507640cf77d7e5c72ad965beb325f6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__DTU089,s__DTU089 sp002069015
5d50d363827b65428519aa3873a3f461,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__RF16 sp002452095
32bd005550127d937db533403f59c1df,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
9da879f8f5f40391018bedc71612c318,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
1e7d33aaa7c801f781e9311093b8320e,d__Bacteria,p__Firmicutes_B_370539,c__Peptococcia,o__Peptococcales,f__Peptococcaceae_369362,g__Peptococcus,s__Peptococcus niger
cc2cc28fc48aa8b02af237864259bcf2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,NA,NA
19ee17a556adc88b3be5ea8cb7c83cd7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp900542285
0f77febb3c9636b66bdea99ef8093980,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000431335
0e1ecedf64d4390cd454c96039e9767d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141780,s__Blautia_A_141780 argi
229789f3c937d69e8518d46b8badbb60,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
2ec66777ed23a6bbec55b6596178c8ad,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri
4efdbc06470621294ee94d8ca52e9575,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
d458ecdf548a7987db9b8554d3b02a9a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Caproicibacterium,s__
968a697c6d9d2af8d415a6516efde56c,d__Bacteria,p__Firmicutes_B_370539,c__Peptococcia,o__Peptococcales,f__Peptococcaceae_369362,g__Peptococcus,s__Peptococcus niger
09c972477d3ad4ab11e0e18d64297173,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Duodenibacillus,s__Duodenibacillus sp900542805
87a54ef8c45cbfffd90261419f8cab49,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA5905,s__UBA5905 sp002437905
4171a4465660bfacc2cf720bdbe7d1c1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__51-20,s__51-20 sp900542055
90b200391449d4d0be09fef39b079843,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalitalea,s__Faecalitalea cylindroides
63c9e1b0519087eaa31280f5d5c07634,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-382,g__SFLA01,s__SFLA01 sp004553575
b9505eb1fb287af120024f279141f160,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__
27804ba22aa6c7a0091bd720cb46b5a6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__CAG-632,s__
966d36a571496d484a5a0cccb1296ebc,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio hippei_A
16c3c6a92fe46858846e703e5ec7d935,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
dc29c4bb4e296789d1f50ada4ebacb01,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__Phocaeicola_A_858004 coprocola
4a7b5283c9457398feb18fa72656328d,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia turicensis
136912ab05b8b794731ac9aabdee91c1,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__
